Date,Country,Cumulative no. of cases,Cumulative no. of deaths,Link
6/24/09,Egypt,40,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,El Salvador,160,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Estonia,5,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Ethiopia,2,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Fiji,2,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Finland,26,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,France,171,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,"French Polynesia, FOC",1,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Germany,301,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Greece,58,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Guatemala,235,1,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Honduras,118,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Hungary,7,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Iceland,4,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,India,64,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Ireland,23,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,"Isle of Man, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Israel,375,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Italy,96,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Jamaica,19,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Japan,893,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,"Jersey, Crown Dependency",3,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Jordan,15,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Kuwait,26,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Laos,3,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Latvia,1,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Lebanon,25,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Luxembourg,3,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Malaysia,68,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,"Martinique, FOC",2,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Mexico,7847,115,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Montenegro,1,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Morocco,9,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Netherlands,110,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,"Netherlands Antilles, Curaçao ",3,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,"Netherlands Antilles, Sint Maarten",1,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,New Zealand,386,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Nicaragua,220,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Norway,22,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Oman,3,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Panama,330,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Papua New Guinea,1,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Paraguay,58,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Peru,217,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Philippines,445,1,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Poland,13,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Portugal,6,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Qatar,10,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Republic of Korea,115,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Romania,19,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Russia,3,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Samoa,1,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Saudi Arabia,45,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Singapore,194,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Slovakia,4,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Slovenia,1,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,South Africa,1,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Spain,539,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Sri Lanka,5,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Suriname,11,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Sweden,55,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Switzerland,33,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Thailand,774,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Trinidad and Tobago,25,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Tunisia,2,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Turkey,26,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Ukraine,1,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,United Arab Emirates,2,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,United Kingdom,2905,1,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,United States of America,21449,87,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Uruguay,195,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Vanuatu,1,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Venezuela,135,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Viet Nam,56,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,West Bank and Gaza Strip,8,0,https://www.who.int/csr/don/2009_06_24/en/
6/24/09,Yemen,6,0,https://www.who.int/csr/don/2009_06_24/en/
6/26/09,Algeria,2,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Antigua and Barbuda,2,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Argentina,1391,21,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Australia,3280,3,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Austria,12,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Bahamas,4,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Bahrain,15,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Bangladesh,1,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Barbados,10,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Belgium,36,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,"Bermuda, UKOT",1,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Bolivia,47,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Brazil,399,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,"British Virgin Islands,  UKOT",1,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Brunei Darussalam,11,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Bulgaria,7,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Cambodia,5,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Canada,6732,19,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Cap Verde,3,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,"Cayman Islands, UKOT",9,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Chile,5186,7,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,China,1089,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Colombia,72,2,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Costa Rica,222,1,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Cote d'Ivoire,2,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Cuba,34,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Cyprus,9,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Czech Republic,9,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Denmark,41,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Dominica,1,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Dominican Republic,108,2,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Ecuador,125,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Egypt,43,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,El Salvador,160,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Estonia,8,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Ethiopia,2,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Fiji,2,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Finland,26,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,France,191,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,"French Polynesia, FOC",1,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Germany,333,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Greece,73,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Guatemala,254,2,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,"Guernsey, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Honduras,118,1,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Hungary,8,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Iceland,4,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,India,64,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Indonesia,2,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Iran,1,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Ireland,29,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,"Isle of Man, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Israel,405,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Italy,102,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Jamaica,19,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Japan,1049,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,"Jersey, Crown Dependency",8,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Jordan,15,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Kuwait,30,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Laos,3,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Latvia,1,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Lebanon,25,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Luxembourg,3,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Malaysia,68,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,"Martinique, FOC",2,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Mexico,8279,116,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Montenegro,1,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Morocco,11,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Netherlands,116,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,"Netherlands Antilles, Curaçao ",3,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,"Netherlands Antilles, Sint Maarten",1,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,New Zealand,453,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Nicaragua,265,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Norway,22,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Oman,3,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Panama,358,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Papua New Guinea,1,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Paraguay,79,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Peru,252,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Philippines,445,1,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Poland,13,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Portugal,7,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Qatar,10,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Republic of Korea,142,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Romania,19,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Russia,3,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Samoa,1,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Saudi Arabia,48,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Serbia,2,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Singapore,315,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Slovakia,7,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Slovenia,3,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,South Africa,1,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Spain,541,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Sri Lanka,7,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Suriname,11,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Sweden,61,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Switzerland,47,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Thailand,774,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Trinidad and Tobago,25,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Tunisia,2,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Turkey,26,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Ukraine,1,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,United Arab Emirates,7,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,United Kingdom,3597,1,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,United States of America,21449,87,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Uruguay,195,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Vanuatu,2,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Venezuela,153,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Viet Nam,63,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,West Bank and Gaza Strip,9,0,https://www.who.int/csr/don/2009_06_26/en/
6/26/09,Yemen,6,0,https://www.who.int/csr/don/2009_06_26/en/
6/29/09,Algeria,2,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Antigua and Barbuda,2,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Argentina,1488,23,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Australia,4038,7,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Austria,12,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Bahamas,4,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Bahrain,15,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Bangladesh,1,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Barbados,10,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Belgium,43,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,"Bermuda, UKOT",1,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Bolivia,126,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Brazil,452,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,"British Virgin Islands,  UKOT",1,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Brunei Darussalam,29,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Bulgaria,7,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Cambodia,6,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Canada,7775,21,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Cap Verde,3,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,"Cayman Islands, UKOT",9,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Chile,5186,7,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,China,1442,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Colombia,88,2,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Costa Rica,255,1,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Cote d'Ivoire,2,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Cuba,34,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Cyprus,25,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Czech Republic,9,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Denmark,44,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Dominica,1,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Dominican Republic,108,2,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Ecuador,125,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Egypt,50,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,El Salvador,226,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Estonia,13,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Ethiopia,2,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Fiji,2,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Finland,26,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,France,235,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,"French Polynesia, FOC",3,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Germany,366,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Greece,86,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Guatemala,254,2,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,"Guernsey, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Honduras,118,1,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Hungary,8,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Iceland,4,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,India,64,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Indonesia,8,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Iran,1,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Iraq,10,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Ireland,39,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,"Isle of Man, Crown Dependency",1,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Israel,469,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Italy,112,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Jamaica,21,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Japan,1212,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,"Jersey, Crown Dependency",8,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Jordan,18,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Kuwait,30,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Laos,3,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Latvia,1,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Lebanon,25,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Lithuania,1,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Luxembourg,4,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Malaysia,112,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,"Martinique, FOC",2,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Mexico,8279,116,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Monaco,1,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Montenegro,1,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Morocco,11,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Nepal,3,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Netherlands,118,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,"Netherlands Antilles, Curaçao ",3,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,"Netherlands Antilles, Sint Maarten",1,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,New Zealand,587,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Nicaragua,277,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Norway,31,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Oman,3,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Panama,403,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Papua New Guinea,1,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Paraguay,85,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Peru,360,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Philippines,861,1,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Poland,14,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Portugal,11,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Qatar,10,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Republic of Korea,202,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Romania,24,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Russia,3,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Samoa,1,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Saudi Arabia,69,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Serbia,5,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Singapore,599,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Slovakia,9,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Slovenia,4,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,South Africa,1,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Spain,541,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Sri Lanka,9,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Suriname,11,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Sweden,67,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Switzerland,49,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Thailand,774,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Trinidad and Tobago,53,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Tunisia,2,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Turkey,27,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Ukraine,1,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,United Arab Emirates,8,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,United Kingdom,4250,1,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,United States of America,27717,127,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Uruguay,195,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Vanuatu,2,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Venezuela,172,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Viet Nam,84,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,West Bank and Gaza Strip,9,0,https://www.who.int/csr/don/2009_06_29/en/
6/29/09,Yemen,6,0,https://www.who.int/csr/don/2009_06_29/en/
7/1/09,Algeria,2,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Antigua and Barbuda,2,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Argentina,1587,26,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Australia,4090,7,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Austria,15,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Bahamas,6,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Bahrain,15,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Bangladesh,1,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Barbados,10,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Belgium,47,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,"Bermuda, UKOT",1,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Bolivia,205,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Brazil,680,1,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,"British Virgin Islands,  UKOT",1,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Brunei Darussalam,29,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Bulgaria,10,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Cambodia,6,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Canada,7983,25,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Cap Verde,3,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,"Cayman Islands, UKOT",13,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Chile,6211,12,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,China,1518,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Colombia,93,2,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Costa Rica,279,2,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Cote d'Ivoire,2,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Cuba,46,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Cyprus,48,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Czech Republic,9,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Denmark,55,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Dominica,1,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Dominican Republic,108,2,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Ecuador,163,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Egypt,67,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,El Salvador,226,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Estonia,13,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Ethiopia,2,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Fiji,2,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Finland,26,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,France,277,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,"France, New Caledonia, FOC",6,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,"French Polynesia, FOC",2,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Germany,417,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Greece,92,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Guatemala,254,2,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,"Guernsey, Crown Dependency",5,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Honduras,118,1,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Hungary,10,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Iceland,4,0,https://www.who.int/csr/don/2009_07_01a/en/
